-8238981.073327746,4968404.790617651
-8238885.527042921,4968430.468681699
-8238799.535386578,4968456.743910026
-8238708.766415994,4968487.796452594
-8238621.5804311065,4968549.901519487
-8238558.28101741,4968600.660483301
-8238489.607125191,4968656.196761356
-8238423.321890093,4968710.538719962
-8238343.899040872,4968775.032443958
-8238277.613805774,4968832.360214854
-8238216.105884917,4968883.119178668
-8238140.266021337,4968947.015765757
-8238068.009143448,4969010.315161223
-8237987.391965627,4969079.586217722
-8237907.969116365,4969139.899810018
-8237823.768952875,4969204.393561368
-8237738.971625093,4969263.5128251035
-8237666.714747193,4969313.077469469
-8237598.040854975,4969358.461954761
-8237511.452034371,4969424.7471898245
-8237428.446199428,4969470.7288393965
-8237335.8857360035,4969498.795569677
-8237237.353629777,4969518.501990922
-8237122.100923713,4969539.999904992
-8236998.637208785,4969557.317632689
-8236860.692260068,4969580.6070396155
-8236781.8665750865,4969597.327639461
-8236663.628047614,4969619.422717826
-8236570.470419928,4969638.531974765
-8236463.57801378,4969657.64123173
-8236363.254414712,4969672.570338734
-8236292.789029653,4969684.5136243375
-8236185.896623513,4969700.039895592
-8236095.724817208,4969714.969002596
-8236005.553010904,4969726.912288199
-8235908.812397518,4969743.632888044
-8235812.071784139,4969750.798859391
-8235708.165199391,4969758.561995033
-8235559.471293663,4969774.6855764175
-8235425.706494907,4969791.406176262
-8235325.98006012,4969827.833206464
-8235251.3345251,4969882.175155958
-8235168.32869016,4969990.859036706
-8235113.9867406655,4970124.026671182
-8235066.213598253,4970244.653860331
-8235025.0092629315,4970345.574605446
-8234962.904177795,4970497.851505999
-8234924.685663865,4970604.1467433125
-8234861.983414461,4970761.798095041
-8234832.722364733,4970931.989919443
-8234820.181914849,4971066.3519189255
-8234810.030122086,4971203.699712475
-8234806.447136406,4971334.478685274
-8234783.754893778,4971469.437794351
-8234741.356229886,4971576.927373892
-8234692.388758914,4971677.848132683
-8234633.86665948,4971802.058284711
-8234582.510531386,4971909.547864253
-8234531.751567572,4972033.16086569
-8234502.49051787,4972184.24341034
-8234487.561410644,4972333.323633658
-8234485.769917804,4972396.324456102
-8234494.428799875,4972460.519607113
-8234512.64231042,4972516.653054004
-8234541.604778008,4972573.383651511
-8234573.2544848565,4972613.990822562
-8234615.653148752,4972660.868218553
-8234660.44047,4972710.153975888
-8234718.365405165,4972809.880410665
-8234751.806604853,4972930.507577034
-8234778.08183318,4973069.646858866
-8234807.342882902,4973221.326567779
-8234831.826618389,4973331.204795329
-8234849.74154678,4973473.329875765
-8234833.020946936,4973580.819446194
-8234770.020115404,4973703.536842396
-8234700.749058906,4973810.429248544
-8234648.7957665315,4973914.3358378485
-8234609.980088322,4974054.072261173
-8234588.482174237,4974157.381681641
-8234569.372917272,4974269.051406587
-8234574.150231532,4974394.455887176
-8234549.069331764,4974485.822022041
-8234509.656489274,4974584.354132824
-8234490.845814505,4974622.423362521
-8234505.177757229,4974651.087229745
-8234530.855821275,4974661.836186788
-8234550.562242521,4974673.779472391
-8234572.657320887,4974688.111415115
-8234588.183592171,4974696.471715037
-8234609.084341977,4974707.22067208
-8234623.416284701,4974715.580972003
-8234640.734048825,4974725.135600485
-8234664.023455751,4974737.078886088
-8234683.132712716,4974747.230678851
-8234704.033462523,4974757.382471614
-8234722.545555178,4974767.235682194
-8234737.922535392,4974775.44668649
-8234749.417947786,4974781.716911431
-8234763.003435159,4974789.480047074
-8234777.783251094,4974797.840346996
-8234796.444634849,4974807.8428487005
-8234812.418779343,4974816.352439692
-8234827.795759558,4974824.862026129
-8234841.978411212,4974833.520908191
-8234856.758227145,4974840.686879553
-8234870.791587729,4974848.748597335
-8234886.616441154,4974857.407481676
-8234915.280326614,4974873.23207085
-8234937.823278191,4974886.071098317
-8234960.067647627,4974898.611548201
-8234984.700674185,4974912.346326644
-8235008.139372181,4974925.931809462
-8235028.442957707,4974937.576512924
-8235053.822439614,4974951.311291368
-8235078.60475725,4974965.493938476
-8235103.237783806,4974979.07942585
-8235127.273646084,4974992.9634953635
-8235150.712344079,4975005.951820735
-8235171.911676039,4975017.447228581
-8235188.781566943,4975026.5539565105
-8235202.964218597,4975034.914256432
-8235218.789072022,4975043.423847425
-8235234.166052236,4975052.232020557
-8235250.14019673,4975060.592320479
-8235278.057626831,4975076.1185872145
-8235298.659794497,4975087.763290678
-8235324.935022824,4975102.095233401
-8235353.748199342,4975118.218671244
-8235377.037606288,4975131.654867563
-8235401.3720507035,4975144.941768248
-8235424.8107487,4975158.228673481
-8235448.995902047,4975171.814160855
-8235470.419170603,4975183.826114524
-8235497.142272141,4975198.904512598
-8235529.090561134,4975217.416628086
-8235558.9487751415,4975233.838636678
-8235588.80698915,4975250.559236523
-8235612.693560356,4975263.696850686
-8235635.0872208625,4975276.53588271
-8235658.973792069,4975289.374914733
-8235686.741931096,4975304.304026293
-8235718.093055809,4975321.920372575
-8235747.652687677,4975338.640963308
-8235777.2123195445,4975354.764398872
-8235805.279040712,4975370.589252296
-8235845.289047482,4975390.8928378215
-8235867.8319990635,4975404.478329734
-8235875.595134705,4975393.430790551
-8235881.716068577,4975383.27899551
-8235886.194800679,4975374.0229491675
-8235891.71857027,4975365.662649245
-8235896.346593441,4975357.003767183
-8235902.616818383,4975345.956232556
-8235908.588461185,4975335.207275514
-8235914.8586861305,4975325.0554827405
-8235921.726075353,4975312.3657395085
-8235927.996300294,4975301.318200326
-8235934.415816306,4975289.076332583
-8235941.283205528,4975277.133051535
-8235947.254848329,4975265.040474862
-8235952.77861792,4975255.4858463820
